Month,Year,Municipality,Tax_Rev,RetainedByCity_PercentOfTotalTax,Rec_SpecialSalesTax_Amount,Combined_Local_Govs,Notes,Unincorp_County,NR_Code,Unincorp_NR_Code
8,2017,Commerce City,,0.1,0.15,,,,NR,
8,2017,Cortez,21264,0.1,0.15,,,,,
8,2017,Crested Butte,4935,0.1,0.15,,,,,
8,2017,De Beque,,0.1,0.15,,,,NR,
8,2017,Denver,515616,0.1,0.15,,,,,
8,2017,Dillon,7911,0.1,0.15,,,,,
8,2017,Durango,36453,0.1,0.15,,,,,
8,2017,Eagle,,0.1,0.15,,,,NR,
8,2017,Edgewater,34099,0.1,0.15,,,,,
8,2017,Empire,,0.1,0.15,,,,NR,
8,2017,Englewood,,0.1,0.15,,,,NR,
8,2017,Fraser,,0.1,0.15,,,,NR,
8,2017,Frisco,,0.1,0.15,,,,NR,
8,2017,Ft Collins,65736,0.1,0.15,,,,,
8,2017,Garden City,39888,0.1,0.15,,,,,
8,2017,Georgetown,,0.1,0.15,,,,NR,
8,2017,Glendale,27228,0.1,0.15,,,,,
8,2017,Glenwood Springs,8600,0.1,0.15,,,,,
8,2017,Gunnison,8187,0.1,0.15,,,,,
8,2017,Idaho Springs,6866,0.1,0.15,,,,,
8,2017,Lafayette,,0.1,0.15,,,,NR,
8,2017,Leadville,4813,0.1,0.15,,,,,
8,2017,Log Lane Village,13646,0.1,0.15,,,,,
8,2017,Louisville,,0.1,0.15,,,,NR,
8,2017,Lyons,,0.1,0.15,,,,NR,
8,2017,Mancos,,0.1,0.15,,,,NR,
8,2017,Manitou Springs,,0.1,0.15,,,,NR,
8,2017,Moffat,,0.1,0.15,,,,NR,
8,2017,Mountain View,,0.1,0.15,,,,NR,
8,2017,Nederland,3335,0.1,0.15,,,,,
8,2017,Northglenn,38475,0.1,0.15,,,,,
8,2017,Oak Creek,,0.1,0.15,,,,NR,
8,2017,Pagosa Springs,,0.1,0.15,,,,NR,
8,2017,Parachute,16300,0.1,0.15,,,,,
8,2017,Pueblo,,0.1,0.15,,,,NR,
8,2017,Ridgway,,0.1,0.15,,,,NR,
8,2017,Salida,9936,0.1,0.15,,,,,
8,2017,San Luis,,0.1,0.15,,,,NR,
8,2017,Sedgwick,,0.1,0.15,,,,NR,
8,2017,Silt,,0.1,0.15,,,,NR,
8,2017,Silver Plume,,0.1,0.15,,,,NR,
8,2017,Silverthorne,,0.1,0.15,,,,NR,
8,2017,Silverton,,0.1,0.15,,,,NR,
8,2017,Steamboat Springs,14559,0.1,0.15,,,,,
8,2017,Telluride,7989,0.1,0.15,,,,,
8,2017,Trinidad,65099,0.1,0.15,,,,,
8,2017,Walsenburg,,0.1,0.15,,,,NR,
8,2017,Wheat Ridge,16420,0.1,0.15,,,,,
8,2017,Sum of NR Local Governments,205388,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
8,2017,Adams County,,0.1,0.15,,,21895,,
8,2017,Archuleta County,,0.1,0.15,,,,,NR
8,2017,Boulder County,,0.1,0.15,,,18001,,
8,2017,Clear Creek County,,0.1,0.15,,,,,NR
8,2017,Costilla County,,0.1,0.15,,,,,NR
8,2017,Eagle County,,0.1,0.15,,,15138,,
8,2017,Gilpin County,,0.1,0.15,,,,,NR
8,2017,Grand County,,0.1,0.15,,,,,NR
8,2017,Larimer County,,0.1,0.15,,,,,NR
8,2017,Park County,,0.1,0.15,,,5022,,
8,2017,Pueblo County,,0.1,0.15,,,54882,,
9,2017,Alma,,0.1,0.15,,,,NR,
9,2017,Antonito,7313,0.1,0.15,,,,,
9,2017,Aspen,15807,0.1,0.15,,,,,
9,2017,Aurora,123034,0.1,0.15,,,,,
9,2017,Basalt,,0.1,0.15,,,,NR,
9,2017,Boulder,61327,0.1,0.15,,,,,
9,2017,Breckenridge,10955,0.1,0.15,,,,,
9,2017,Carbondale,3324,0.1,0.15,,,,,
9,2017,Central City,3416,0.1,0.15,,,,,
9,2017,Commerce City,,0.1,0.15,,,,NR,
9,2017,Cortez,20596,0.1,0.15,,,,,
9,2017,Crested Butte,4998,0.1,0.15,,,,,
9,2017,De Beque,,0.1,0.15,,,,NR,
9,2017,Denver,511490,0.1,0.15,,,,,
9,2017,Dillon,7195,0.1,0.15,,,,,
9,2017,Durango,35300,0.1,0.15,,,,,
9,2017,Eagle,,0.1,0.15,,,,NR,
9,2017,Edgewater,32938,0.1,0.15,,,,,
9,2017,Empire,,0.1,0.15,,,,NR,
9,2017,Englewood,,0.1,0.15,,,,NR,
9,2017,Fraser,,0.1,0.15,,,,NR,
9,2017,Frisco,,0.1,0.15,,,,NR,
9,2017,Ft Collins,74422,0.1,0.15,,,,,
9,2017,Garden City,40631,0.1,0.15,,,,,
9,2017,Georgetown,,0.1,0.15,,,,NR,
9,2017,Glendale,23444,0.1,0.15,,,,,
9,2017,Glenwood Springs,7553,0.1,0.15,,,,,
9,2017,Gunnison,7146,0.1,0.15,,,,,
9,2017,Idaho Springs,6429,0.1,0.15,,,,,
9,2017,Lafayette,,0.1,0.15,,,,NR,
9,2017,Leadville,4836,0.1,0.15,,,,,
9,2017,Log Lane Village,14786,0.1,0.15,,,,,
9,2017,Louisville,,0.1,0.15,,,,NR,
9,2017,Lyons,,0.1,0.15,,,,NR,
9,2017,Mancos,,0.1,0.15,,,,NR,
9,2017,Manitou Springs,,0.1,0.15,,,,NR,
9,2017,Moffat,,0.1,0.15,,,,NR,
9,2017,Mountain View,,0.1,0.15,,,,NR,
9,2017,Nederland,3324,0.1,0.15,,,,,
9,2017,Northglenn,38046,0.1,0.15,,,,,
9,2017,Oak Creek,,0.1,0.15,,,,NR,
9,2017,Pagosa Springs,,0.1,0.15,,,,NR,
9,2017,Parachute,16258,0.1,0.15,,,,,
9,2017,Pueblo,,0.1,0.15,,,,NR,
9,2017,Ridgway,10993,0.1,0.15,,,,,
9,2017,Salida,9215,0.1,0.15,,,,,
9,2017,San Luis,,0.1,0.15,,,,NR,
9,2017,Sedgwick,,0.1,0.15,,,,NR,
9,2017,Silt,,0.1,0.15,,,,NR,
9,2017,Silver Plume,,0.1,0.15,,,,NR,
9,2017,Silverthorne,,0.1,0.15,,,,NR,
9,2017,Silverton,,0.1,0.15,,,,NR,
9,2017,Steamboat Springs,14889,0.1,0.15,,,,,
9,2017,Telluride,6762,0.1,0.15,,,,,
9,2017,Trinidad,62010,0.1,0.15,,,,,
9,2017,Walsenburg,,0.1,0.15,,,,NR,
9,2017,Wheat Ridge,16875,0.1,0.15,,,,,
9,2017,Adams County,,0.1,0.15,,,21720,,
9,2017,Archuleta County,,0.1,0.15,,,,,NR
9,2017,Boulder County,,0.1,0.15,,,18494,,
9,2017,Clear Creek County,,0.1,0.15,,,,,NR
9,2017,Costilla County,,0.1,0.15,,,,,NR
9,2017,Eagle County,,0.1,0.15,,,38508,,
9,2017,Gilpin County,,0.1,0.15,,,,,NR
9,2017,Grand County,,0.1,0.15,,,,,NR
9,2017,Larimer County,,0.1,0.15,,,,,NR
9,2017,Park County,,0.1,0.15,,,5005,,
9,2017,Pueblo County,,0.1,0.15,,,53849,,
9,2017,Sum of NR Local Governments,194100,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
10,2017,Alma,,0.1,0.15,,,,NR,
10,2017,Antonito,6966,0.1,0.15,,,,,
10,2017,Aspen,13804,0.1,0.15,,,,,
10,2017,Aurora,130616,0.1,0.15,,,,,
10,2017,Basalt,,0.1,0.15,,,,NR,
10,2017,Boulder,58408,0.1,0.15,,,,,
10,2017,Breckenridge,8544,0.1,0.15,,,,,
10,2017,Carbondale,3925,0.1,0.15,,,,,
10,2017,Central City,3574,0.1,0.15,,,,,
10,2017,Commerce City,,0.1,0.15,,,,NR,
10,2017,Cortez,20956,0.1,0.15,,,,,
10,2017,Crested Butte,3713,0.1,0.15,,,,,
10,2017,Crestone,,0.1,0.15,,,,NR,
10,2017,De Beque,,0.1,0.15,,,,NR,
10,2017,Denver,538720,0.1,0.15,,,,,
10,2017,Dillon,6280,0.1,0.15,,,,,
10,2017,Durango,31042,0.1,0.15,,,,,
10,2017,Eagle,,0.1,0.15,,,,NR,
10,2017,Edgewater,29578,0.1,0.15,,,,,
10,2017,Empire,,0.1,0.15,,,,NR,
10,2017,Englewood,,0.1,0.15,,,,NR,
10,2017,Federal Heights,,0.1,0.15,,,,NR,
10,2017,Fraser,,0.1,0.15,,,,NR,
10,2017,Frisco,,0.1,0.15,,,,NR,
10,2017,Ft Collins,68872,0.1,0.15,,,,,
10,2017,Garden City,40859,0.1,0.15,,,,,
10,2017,Georgetown,,0.1,0.15,,,,NR,
10,2017,Glendale,23782,0.1,0.15,,,,,
10,2017,Glenwood Springs,6950,0.1,0.15,,,,,
10,2017,Gunnison,6989,0.1,0.15,,,,,
10,2017,Idaho Springs,5626,0.1,0.15,,,,,
10,2017,Lafayette,,0.1,0.15,,,,NR,
10,2017,Leadville,4093,0.1,0.15,,,,,
10,2017,Log Lane Village,14590,0.1,0.15,,,,,
10,2017,Louisville,,0.1,0.15,,,,NR,
10,2017,Lyons,,0.1,0.15,,,,NR,
10,2017,Mancos,,0.1,0.15,,,,NR,
10,2017,Manitou Springs,,0.1,0.15,,,,NR,
10,2017,Moffat,,0.1,0.15,,,,NR,
10,2017,Mountain View,,0.1,0.15,,,,NR,
10,2017,Nederland,3363,0.1,0.15,,,,,
10,2017,Northglenn,40070,0.1,0.15,,,,,
10,2017,Oak Creek,,0.1,0.15,,,,NR,
10,2017,Pagosa Springs,,0.1,0.15,,,,NR,
10,2017,Palisade,,0.1,0.15,,,,NR,
10,2017,Parachute,16315,0.1,0.15,,,,,
10,2017,Pueblo,8812,0.1,0.15,,,,,
10,2017,Ridgway,9624,0.1,0.15,,,,,
10,2017,Salida,5895,0.1,0.15,,,,,
10,2017,San Luis,,0.1,0.15,,,,NR,
10,2017,Sedgwick,,0.1,0.15,,,,NR,
10,2017,Silt,,0.1,0.15,,,,NR,
10,2017,Silver Plume,,0.1,0.15,,,,NR,
10,2017,Silverthorne,,0.1,0.15,,,,NR,
10,2017,Silverton,,0.1,0.15,,,,NR,
10,2017,Steamboat Springs,13115,0.1,0.15,,,,,
10,2017,Telluride,7116,0.1,0.15,,,,,
10,2017,Thornton,,0.1,0.15,,,,NR,
10,2017,Trinidad,73384,0.1,0.15,,,,,
10,2017,Wheat Ridge,16838,0.1,0.15,,,,,
10,2017,Adams County,,0.1,0.15,,,20869,,
10,2017,Archuleta County,,0.1,0.15,,,,,NR
10,2017,Boulder County,,0.1,0.15,,,18645,,
10,2017,Clear Creek County,,0.1,0.15,,,,,NR
10,2017,Costilla County,,0.1,0.15,,,,,NR
10,2017,Eagle County,,0.1,0.15,,,19676,,
10,2017,Gilpin County,,0.1,0.15,,,,,NR
10,2017,Grand County,,0.1,0.15,,,,,NR
10,2017,Larimer County,,0.1,0.15,,,,,NR
10,2017,Park County,,0.1,0.15,,,4529,,
10,2017,Pueblo County,,0.1,0.15,,,45533,,
10,2017,Sum of NR Local Governments,185174,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
11,2017,Alma,,0.1,0.15,,,,NR,
11,2017,Antonito,9842,0.1,0.15,,,,,
11,2017,Aspen,8856,0.1,0.15,,,,,
11,2017,Aurora,102676,0.1,0.15,,,,,
11,2017,Basalt,,0.1,0.15,,,,NR,
11,2017,Boulder,54716,0.1,0.15,,,,,
11,2017,Breckenridge,6909,0.1,0.15,,,,,
11,2017,Carbondale,3668,0.1,0.15,,,,,
11,2017,Central City,2361,0.1,0.15,,,,,
11,2017,Commerce City,,0.1,0.15,,,,NR,
11,2017,Cortez,19826,0.1,0.15,,,,,
11,2017,Crested Butte,5208,0.1,0.15,,,,,
11,2017,Crestone,,0.1,0.15,,,,NR,
11,2017,De Beque,,0.1,0.15,,,,NR,
11,2017,Denver,485066,0.1,0.15,,,,,
11,2017,Dillon,5569,0.1,0.15,,,,,
11,2017,Durango,32063,0.1,0.15,,,,,
11,2017,Eagle,,0.1,0.15,,,,NR,
11,2017,Edgewater,21325,0.1,0.15,,,,,
11,2017,Empire,,0.1,0.15,,,,NR,
11,2017,Englewood,,0.1,0.15,,,,NR,
11,2017,Federal Heights,,0.1,0.15,,,,NR,
11,2017,Fraser,,0.1,0.15,,,,NR,
11,2017,Frisco,,0.1,0.15,,,,NR,
11,2017,Ft Collins,61798,0.1,0.15,,,,,
11,2017,Garden City,38319,0.1,0.15,,,,,
11,2017,Georgetown,,0.1,0.15,,,,NR,
11,2017,Glendale,24471,0.1,0.15,,,,,
11,2017,Glenwood Springs,5648,0.1,0.15,,,,,
11,2017,Gunnison,7078,0.1,0.15,,,,,
11,2017,Idaho Springs,,0.1,0.15,,,,NR,
11,2017,Lafayette,,0.1,0.15,,,,NR,
11,2017,Leadville,3090,0.1,0.15,,,,,
11,2017,Log Lane Village,14161,0.1,0.15,,,,,
11,2017,Louisville,,0.1,0.15,,,,NR,
11,2017,Lyons,,0.1,0.15,,,,NR,
11,2017,Mancos,,0.1,0.15,,,,NR,
11,2017,Manitou Springs,,0.1,0.15,,,,NR,
11,2017,Moffat,,0.1,0.15,,,,NR,
11,2017,Mountain View,,0.1,0.15,,,,NR,
11,2017,Nederland,2617,0.1,0.15,,,,,
11,2017,Northglenn,20866,0.1,0.15,,,,,
11,2017,Oak Creek,,0.1,0.15,,,,NR,
11,2017,Pagosa Springs,,0.1,0.15,,,,NR,
11,2017,Palisade,,0.1,0.15,,,,NR,
11,2017,Parachute,12880,0.1,0.15,,,,,
11,2017,Pueblo,9922,0.1,0.15,,,,,
11,2017,Ridgway,7573,0.1,0.15,,,,,
11,2017,Salida,9370,0.1,0.15,,,,,
11,2017,San Luis,,0.1,0.15,,,,NR,
11,2017,Sedgwick,,0.1,0.15,,,,NR,
11,2017,Silt,,0.1,0.15,,,,NR,
11,2017,Silverthorne,,0.1,0.15,,,,NR,
11,2017,Silverton,,0.1,0.15,,,,NR,
11,2017,Steamboat Springs,10960,0.1,0.15,,,,,
11,2017,Telluride,4015,0.1,0.15,,,,,
11,2017,Thornton,,0.1,0.15,,,,NR,
11,2017,Trinidad,52325,0.1,0.15,,,,,
11,2017,Walsenburg,,0.1,0.15,,,,NR,
11,2017,Wheat Ridge,13253,0.1,0.15,,,,,
11,2017,Adams County,,0.1,0.15,,,,,NR
11,2017,Archuleta County,,0.1,0.15,,,,,NR
11,2017,Boulder County,,0.1,0.15,,,16301,,
9,2018,Salida,9666,0.1,0.15,,,,,
11,2017,Clear Creek County,,0.1,0.15,,,,,NR
11,2017,Costilla County,,0.1,0.15,,,,,NR
11,2017,Eagle County,,0.1,0.15,,,12825,,
11,2017,Gilpin County,,0.1,0.15,,,,,NR
11,2017,Grand County,,0.1,0.15,,,,,NR
11,2017,Larimer County,,0.1,0.15,,,,,NR
11,2017,Park County,,0.1,0.15,,,3829,,
11,2017,Pueblo County,,0.1,0.15,,,42475,,
11,2017,Sum of NR Local Governments,183418,0.1,0.15,,"= Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
12,2017,Alma,,0.1,0.15,,,,NR,
12,2017,Antonito,6577,0.1,0.15,,,,,
12,2017,Aspen,5425,0.1,0.15,,,,,
12,2017,Aurora,123065,0.1,0.15,,,,,
12,2017,Basalt,,0.1,0.15,,,,NR,
12,2017,Boulder,52556,0.1,0.15,,,,,
12,2017,Breckenridge,7900,0.1,0.15,,,,,
12,2017,Carbondale,2735,0.1,0.15,,,,,
12,2017,Central City,2729,0.1,0.15,,,,,
12,2017,Commerce City,,0.1,0.15,,,,NR,
12,2017,Cortez,18821,0.1,0.15,,,,,
12,2017,Crested Butte,2241,0.1,0.15,,,,,
12,2017,Crestone,,0.1,0.15,,,,NR,
12,2017,De Beque,,0.1,0.15,,,,NR,
12,2017,Denver,442041,0.1,0.15,,,,,
12,2017,Dillon,5991,0.1,0.15,,,,,
12,2017,Durango,25247,0.1,0.15,,,,,
12,2017,Eagle,,0.1,0.15,,,,NR,
12,2017,Edgewater,30703,0.1,0.15,,,,,
12,2017,Empire,,0.1,0.15,,,,NR,
12,2017,Englewood,,0.1,0.15,,,,NR,
12,2017,Federal Heights,,0.1,0.15,,,,NR,
12,2017,Fraser,,0.1,0.15,,,,NR,
12,2017,Frisco,,0.1,0.15,,,,NR,
12,2017,Ft Collins,70629,0.1,0.15,,,,,
12,2017,Garden City,36501,0.1,0.15,,,,,
12,2017,Georgetown,,0.1,0.15,,,,NR,
12,2017,Glendale,25570,0.1,0.15,,,,,
12,2017,Glenwood Springs,2964,0.1,0.15,,,,,
12,2017,Gunnison,4432,0.1,0.15,,,,,
12,2017,Idaho Springs,6467,0.1,0.15,,,,,
12,2017,Lafayette,,0.1,0.15,,,,NR,
12,2017,Leadville,2613,0.1,0.15,,,,,
12,2017,Log Lane Village,13214,0.1,0.15,,,,,
12,2017,Louisville,,0.1,0.15,,,,NR,
12,2017,Lyons,,0.1,0.15,,,,NR,
12,2017,Mancos,,0.1,0.15,,,,NR,
12,2017,Manitou Springs,,0.1,0.15,,,,NR,
12,2017,Moffat,,0.1,0.15,,,,NR,
12,2017,Mountain View,,0.1,0.15,,,,NR,
12,2017,Nederland,2142,0.1,0.15,,,,,
12,2017,Northglenn,56128,0.1,0.15,,,,,
12,2017,Oak Creek,,0.1,0.15,,,,NR,
12,2017,Pagosa Springs,,0.1,0.15,,,,NR,
12,2017,Palisade,,0.1,0.15,,,,NR,
12,2017,Parachute,11462,0.1,0.15,,,,,
12,2017,Pueblo,10615,0.1,0.15,,,,,
12,2017,Ridgway,,0.1,0.15,,,,NR,
12,2017,Salida,5440,0.1,0.15,,,,,
12,2017,San Luis,,0.1,0.15,,,,NR,
12,2017,Sedgwick,,0.1,0.15,,,,NR,
12,2017,Silt,,0.1,0.15,,,,NR,
12,2017,Silver Plume,,0.1,0.15,,,,NR,
12,2017,Silverthorne,,0.1,0.15,,,,NR,
12,2017,Silverton,,0.1,0.15,,,,NR,
12,2017,Steamboat Springs,,0.1,0.15,,,,NR,
12,2017,Telluride,2717,0.1,0.15,,,,,
12,2017,Thornton,,0.1,0.15,,,,NR,
12,2017,Trinidad,68542,0.1,0.15,,,,,
12,2017,Walsenburg,,0.1,0.15,,,,NR,
12,2017,Wheat Ridge,15776,0.1,0.15,,,,,
12,2017,Adams County,,0.1,0.15,,,23547,,
12,2017,Archuleta County,,0.1,0.15,,,,,NR
9,2018,San Luis,,0.1,0.15,,,,NR,
12,2017,Boulder County,,0.1,0.15,,,17105,,
12,2017,Clear Creek County,,0.1,0.15,,,,,NR
12,2017,Costilla County,,0.1,0.15,,,,,NR
12,2017,Eagle County,,0.1,0.15,,,12709,,
12,2017,Gilpin County,,0.1,0.15,,,,,NR
12,2017,Grand County,,0.1,0.15,,,,,NR
12,2017,Larimer County,,0.1,0.15,,,,,NR
12,2017,Park County,,0.1,0.15,,,3564,,
12,2017,Pueblo County,,0.1,0.15,,,35417,,
12,2017,Sum of NR Local Governments,181974,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
1,2018,Alma,,0.1,0.15,,,,NR,
1,2018,Antonito,6022,0.1,0.15,,,,,
1,2018,Aspen,18555,0.1,0.15,,,,,
1,2018,Aurora,106245,0.1,0.15,,,,,
1,2018,Basalt,,0.1,0.15,,,,NR,
1,2018,Boulder,57982,0.1,0.15,,,,,
1,2018,Breckenridge,15827,0.1,0.15,,,,,
1,2018,Carbondale,3255,0.1,0.15,,,,,
1,2018,Central City,2428,0.1,0.15,,,,,
1,2018,Commerce City,,0.1,0.15,,,,NR,
1,2018,Cortez,19458,0.1,0.15,,,,,
1,2018,Crested Butte,3036,0.1,0.15,,,,,
1,2018,Crestone,,0.1,0.15,,,,NR,
1,2018,De Beque,6925,0.1,0.15,,,,,
1,2018,Denver,473944,0.1,0.15,,,,,
1,2018,Dillon,10015,0.1,0.15,,,,,
1,2018,Durango,31425,0.1,0.15,,,,,
1,2018,Eagle,,0.1,0.15,,,,NR,
1,2018,Edgewater,23418,0.1,0.15,,,,,
1,2018,Empire,,0.1,0.15,,,,NR,
1,2018,Englewood,,0.1,0.15,,,,NR,
1,2018,Federal Heights,,0.1,0.15,,,,NR,
1,2018,Fraser,,0.1,0.15,,,,NR,
1,2018,Frisco,,0.1,0.15,,,,NR,
1,2018,Ft Collins,63610,0.1,0.15,,,,,
1,2018,Garden City,38529,0.1,0.15,,,,,
1,2018,Georgetown,,0.1,0.15,,,,NR,
1,2018,Glendale,27888,0.1,0.15,,,,,
1,2018,Glenwood Springs,9488,0.1,0.15,,,,,
1,2018,Gunnison,4412,0.1,0.15,,,,,
1,2018,Idaho Springs,5348,0.1,0.15,,,,,
1,2018,Lafayette,,0.1,0.15,,,,NR,
1,2018,Leadville,3105,0.1,0.15,,,,,
1,2018,Log Lane Village,13806,0.1,0.15,,,,,
1,2018,Louisville,,0.1,0.15,,,,NR,
1,2018,Lyons,,0.1,0.15,,,,NR,
1,2018,Mancos,,0.1,0.15,,,,NR,
1,2018,Manitou Springs,,0.1,0.15,,,,NR,
1,2018,Moffat,,0.1,0.15,,,,NR,
1,2018,Mountain View,,0.1,0.15,,,,NR,
1,2018,Nederland,2226,0.1,0.15,,,,,
1,2018,Northglenn,21347,0.1,0.15,,,,,
1,2018,Oak Creek,,0.1,0.15,,,,NR,
1,2018,Pagosa Springs,,0.1,0.15,,,,NR,
1,2018,Palisade,,0.1,0.15,,,,NR,
1,2018,Parachute,11531,0.1,0.15,,,,,
1,2018,Pueblo,14077,0.1,0.15,,,,,
1,2018,Ridgway,7450,0.1,0.15,,,,,
1,2018,Salida,5470,0.1,0.15,,,,,
1,2018,San Luis,,0.1,0.15,,,,NR,
1,2018,Sedgwick,,0.1,0.15,,,,NR,
1,2018,Silt,,0.1,0.15,,,,NR,
1,2018,Silverthorne,,0.1,0.15,,,,NR,
1,2018,Silverton,,0.1,0.15,,,,NR,
1,2018,Steamboat Springs,13751,0.1,0.15,,,,,
1,2018,Telluride,5930,0.1,0.15,,,,,
1,2018,Thornton,,0.1,0.15,,,,NR,
1,2018,Trinidad,56240,0.1,0.15,,,,,
1,2018,Walsenburg,,0.1,0.15,,,,NR,
1,2018,Wheat Ridge,17920,0.1,0.15,,,,,
1,2018,Adams County,,0.1,0.15,,,,,NR
1,2018,Archuleta County,,0.1,0.15,,,,,NR
1,2018,Boulder County,,0.1,0.15,,,19531,,
1,2018,Clear Creek County,,0.1,0.15,,,,,NR
1,2018,Costilla County,,0.1,0.15,,,,,NR
1,2018,Eagle County,,0.1,0.15,,,20803,,
1,2018,Gilpin County,,0.1,0.15,,,,,NR
1,2018,Grand County,,0.1,0.15,,,,,NR
1,2018,Larimer County,,0.1,0.15,,,,,NR
1,2018,Park County,,0.1,0.15,,,3993,,
1,2018,Pueblo County,,0.1,0.15,,,50803,,
1,2018,Sum of NR Local Governments,192959,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
2,2018,Alma,,0.1,0.15,,,,NR,
2,2018,Antonito,6416,0.1,0.15,,,,,
2,2018,Aspen,18296,0.1,0.15,,,,,
2,2018,Aurora,116668,0.1,0.15,,,,,
2,2018,Basalt,,0.1,0.15,,,,NR,
2,2018,Boulder,52841,0.1,0.15,,,,,
2,2018,Breckenridge,18345,0.1,0.15,,,,,
2,2018,Carbondale,2020,0.1,0.15,,,,,
2,2018,Central City,2260,0.1,0.15,,,,,
2,2018,Commerce City,,0.1,0.15,,,,NR,
2,2018,Cortez,17858,0.1,0.15,,,,,
2,2018,Crested Butte,7940,0.1,0.15,,,,,
2,2018,Crestone,,0.1,0.15,,,,NR,
2,2018,De Beque,6627,0.1,0.15,,,,,
2,2018,Denver,429636,0.1,0.15,,,,,
2,2018,Dillon,10051,0.1,0.15,,,,,
2,2018,Durango,23981,0.1,0.15,,,,,
2,2018,Eagle,,0.1,0.15,,,,NR,
2,2018,Edgewater,28887,0.1,0.15,,,,,
2,2018,Empire,,0.1,0.15,,,,NR,
2,2018,Englewood,,0.1,0.15,,,,NR,
2,2018,Federal Heights,18660,0.1,0.15,,,,,
2,2018,Fraser,,0.1,0.15,,,,NR,
2,2018,Frisco,,0.1,0.15,,,,NR,
2,2018,Ft Collins,64328,0.1,0.15,,,,,
2,2018,Garden City,34508,0.1,0.15,,,,,
2,2018,Georgetown,,0.1,0.15,,,,NR,
2,2018,Glendale,28505,0.1,0.15,,,,,
2,2018,Glenwood Springs,7406,0.1,0.15,,,,,
2,2018,Gunnison,6627,0.1,0.15,,,,,
2,2018,Idaho Springs,5409,0.1,0.15,,,,,
2,2018,Lafayette,,0.1,0.15,,,,NR,
2,2018,Leadville,3354,0.1,0.15,,,,,
2,2018,Log Lane Village,11229,0.1,0.15,,,,,
2,2018,Louisville,,0.1,0.15,,,,NR,
2,2018,Lyons,,0.1,0.15,,,,NR,
2,2018,Mancos,,0.1,0.15,,,,NR,
2,2018,Manitou Springs,,0.1,0.15,,,,NR,
2,2018,Moffat,,0.1,0.15,,,,NR,
2,2018,Mountain View,,0.1,0.15,,,,NR,
2,2018,Nederland,2070,0.1,0.15,,,,,
2,2018,Northglenn,32114,0.1,0.15,,,,,
2,2018,Oak Creek,,0.1,0.15,,,,NR,
2,2018,Pagosa Springs,,0.1,0.15,,,,NR,
2,2018,Palisade,,0.1,0.15,,,,NR,
2,2018,Parachute,9421,0.1,0.15,,,,,
2,2018,Pueblo,13414,0.1,0.15,,,,,
2,2018,Ridgway,5519,0.1,0.15,,,,,
2,2018,Salida,5114,0.1,0.15,,,,,
2,2018,San Luis,,0.1,0.15,,,,NR,
2,2018,Sedgwick,,0.1,0.15,,,,NR,
2,2018,Silt,,0.1,0.15,,,,NR,
2,2018,Silver Plume,,0.1,0.15,,,,NR,
2,2018,Silverthorne,,0.1,0.15,,,,NR,
2,2018,Steamboat Springs,18775,0.1,0.15,,,,,
2,2018,Telluride,7275,0.1,0.15,,,,,
2,2018,Thornton,,0.1,0.15,,,,NR,
2,2018,Trinidad,50704,0.1,0.15,,,,,
2,2018,Walsenburg,,0.1,0.15,,,,NR,
2,2018,Wheat Ridge,16698,0.1,0.15,,,,,
2,2018,Adams County,,0.1,0.15,,,16124,,
2,2018,Archuleta County,,0.1,0.15,,,,,NR
2,2018,Boulder County,,0.1,0.15,,,17647,,
2,2018,Clear Creek County,,0.1,0.15,,,,,NR
2,2018,Costilla County,,0.1,0.15,,,,,NR
2,2018,Eagle County,,0.1,0.15,,,16701,,
2,2018,Gilpin County,,0.1,0.15,,,,,NR
2,2018,Grand County,,0.1,0.15,,,,,NR
2,2018,Larimer County,,0.1,0.15,,,,,NR
2,2018,Park County,,0.1,0.15,,,,,NR
